,url,title,author,text,results,score<br>
80,https://poets.org/poem/whanau,Whānau,Ngaio Simmons,"no reference,<br>
no root of grandparents<br>
cup of older sister or brother<br>
eye of parent, I don’t<br>
have strong blood to call on, instead,<br>
have snapshots, strained twining<br>
the dark that still doesn’t know how to grow<br>
I can remember having a yard once<br>
for a year or so when I was little<br>
my dad set up a kiddie pool, baseball and bat,<br>
needle and string for the plumeria<br>
that grew near the stone steps,<br>
tried his best to give me childhood,<br>
books and drawing paper,<br>
a gift every day<br>
I have photos to help<br>
with this though<br>
otherwise I couldn’t tell<br>
you on my own<br>
what it felt like,<br>
with the following years<br>
spelled out in moons<br>
Tamatea Āio<br>
<br>
Kai-Ariki                                             a Ngana<br>
Tūhāhā<br>
looks too much like every night you<br>
shouldn’t go out,<br>
ripping away of hands<br>
are you sure they did that?<br>
silence so loud, it is still<br>
too hard to sit in it<br>
Had my youth<br>
fished<br>
picked<br>
hui’ed out of me<br>
grew up quickly<br>
once we left Kāneohe,<br>
shoved like pou into Waikīkī<br>
and so far<br>
from my ancestors<br>
it’s no surprise<br>
I have little in the way<br>
of good memory,<br>
while everyone sits at the table and says<br>
grandma<br>
uncle<br>
cousin<br>
with warmth resting deep between teeth,<br>
I can’t speak the same language<br>
know love as<br>
bursts<br>
moments<br>
and the rest of this life,<br>
as running to try and catch<br>
the whole sun<br>
I don’t know that one<br>
you speak of<br>
at least I can’t remember it<br>
sorry<br>
wish I could",NEGATIVE,0.9967948794364929<br>
81,https://poets.org/poem/abul-ala,To Abu’l-Ala,Ameen Rihani,"In thy melancholy’s pensive Fancy<br>
Wisdom rolled its beauteous stars and moons,<br>
Just as in my riotings of pleasure<br>
Thy lone midnights roll into my noons.<br>
Abu’l-Ala, in thy glorious darkness<br>
Didst thou not remember unborn me?<br>
In thy journey to the farthest planets<br>
Didst thou not a burdened shadow see?<br>
Ay, behind the portals of Saturnus<br>
Secretly the cup to thee I passed;<br>
Long, long after this cup thou returnest<br>
Filled with gems of fancy and recast.<br>
In thy Prison a thousand Yamen weapons<br>
Thou didst forge for the oppressed and weak:<br>
In my attic a thousand Beauty roses<br>
I pluck for thee from a Yankee cheek.",POSITIVE,0.9798372387886047<br>
82,https://poets.org/poem/memory-e-m-el-k,In Memory of E. M. EL—K.,Ameen Rihani,"When my parched lips upon thy princely brow,<br>
Placid as tropic mead, as glacier cold,<br>
Imprinted a last farewell, where wert thou­—<br>
Where didst thy soul its loveliness unfold?<br>
Can’t be that in some undiscovered sphere<br>
The Muses sing their souls to thine in bliss?<br>
Can’t be that when I kiss thy forehead here<br>
A thousand angels echo there my kiss?<br>
What is this mask, where is the soul, O where,<br>
And from these eyes, O God, where went the<br>
light?<br>
My silence cries within me in despair,<br>
My reason’s sinking in this sea of Night.<br>
Esau, I am beside thee now alone,<br>
I dare not weep, I dare not even breathe;<br>
But through the stillness something hither blown<br>
Makes of thine amber locks a golden wreath.<br>
Life flutters in thy hair as in mine eyes;<br>
Death can not choke the breeze that whispers<br>
there<br>
A word of hope; beneath my breath will rise<br>
A hair with God eternity to share<br>
The noon and eve of Life thou didst not see,<br>
But in its Dawn thou didst anticipate<br>
What jealous Night would not permit to be,<br>
What pain and suffering never could abate.<br>
Shall I strew on thee faded blossoms, Brother,<br>
Or fiery buds consumed by their own flame,<br>
Or myrrh and myrtle from our Mountain-mother,<br>
Or golden rods that whispered oft thy name?<br>
Or, at the shrine of Liberty and Love,<br>
Where thou didst worship ardently and die,<br>
Shall I now join the gods come from above<br>
With thy sweet songs this shrine to beautify?<br>
Ye sapling-pines of star-kissed Lebanon,<br>
Ye cedars laden with a wealth of years,<br>
Send with the mist of dawn and the rising sun<br>
Your garlands, and your incense, and your<br>
tears.",POSITIVE,0.986332356929779<br>
83,https://poets.org/poem/o-give-me-strength-take,"O, Give Me Strength to Take",Ameen Rihani,"Thy love’s as tender as the drooping rose that<br>
sadly says to earth:<br>
“No more have I the strength to take what<br>
thou giv’st me;”<br>
But unlike her, alas, thy love’s complaint of<br>
dearth:<br>
“Thou hast no strength to give what I demand<br>
of thee.”<br>
Thy love hath heard the many whispered prom-<br>
ises of every soul;<br>
His birth methinks is nigh coeval with the<br>
birth of time:<br>
He lives in death throughout the ages, and his<br>
goal<br>
Is hidden in the faded flowers from every<br>
clime.<br>
His soul is deeper than the sea and deepest cav-<br>
erns in its bed;<br>
’T is higher than the highest sky above our<br>
own;<br>
’T is purer than the morning dew a-dripping<br>
from the salvias red;<br>
’T is mightier than the four winds, blowing<br>
from every zone.<br>
This love hath offered me the keys of all his halls<br>
and towers,<br>
And to my heart with clinging kisses he ap-<br>
pealed;<br>
But, ah, forgive me God! must I the sweetest<br>
flowers<br>
Refuse because they do not grow in Beauty’s<br>
field?",NEGATIVE,0.6672527194023132<br>
84,https://poets.org/poem/hymn-1,Hymn,Paul Laurence Dunbar,"When storms arise<br>
And dark'ning skies<br>
About me threat'ning lower,<br>
To thee, O Lord, I raise mine eyes,<br>
To thee my tortured spirit flies<br>
For solace in that hour.<br>
The mighty arm<br>
Will let no harm<br>
Come near me nor befall me;<br>
Thy voice shall quiet my alarm,<br>
When life's great battle waxeth warm—<br>
No foeman shall appall me.<br>
Upon thy breast<br>
Secure I rest,<br>
From sorrow and vexation;<br>
No more by sinful cares oppressed,<br>
But in thy presence ever blest,<br>
O God of my salvation.",POSITIVE,0.9855225086212158<br>
85,https://poets.org/poem/beneath-salvias,Beneath The Salvias,Ameen Rihani,"Beneath the salvias, where some angel slew<br>
The favors that were granted by his god,<br>
My heart is hidden ; let thy feet be shod<br>
With feathers plucked from my wings of crim-<br>
son hue.<br>
When here again thou might’st be wandering<br>
through ;<br>
Look not above; I’m breathing in the sod,<br>
A-mindless of the years, ’neath which I’m trod—<br>
Of Spring birds’ song, or shrieks of Winter’s<br>
crew.<br>
Here let me sleep, my lady: wake me not ;<br>
Here let me gather, hidden from the moon<br>
And the sun, the strength to rise again and see ;<br>
No sweeter, dearer, more enchanting spot<br>
Is there for my sick heart ; O, not so soon—<br>
Awake me not—O, let me dream of thee.",NEGATIVE,0.9878928065299988<br>
86,https://poets.org/poem/her-first-sorrow,Her First Sorrow,Ameen Rihani,"’T is but a score of hours when he didst swear<br>
My sorrow and my joy to share.<br>
Despite the fates, fore’er ;<br>
But now he’s gone to cash again his lie ;<br>
Others his shame with me will wear,<br>
Why should I die?<br>
Last night his lips my very feet didst burn ;<br>
His kisses dropt, my love to earn,<br>
Whichever way he’d turn ;<br>
But now he’s gone another soul to rob,<br>
Another heart to lure and spurn,<br>
Why should I sob?<br>
He did not kiss me when he said good-bye ;<br>
I let him go, not asking why,<br>
Nor do I for him sigh ;<br>
He’s gone another virgin breast to tear.<br>
He’s gone on other lips to die,<br>
Why should I care?",NEGATIVE,0.9866989850997925<br>
87,https://poets.org/poem/disappointed,Disappointed,Paul Laurence Dunbar,"An old man planted and dug and tended,<br>
Toiling in joy from dew to dew;<br>
The sun was kind, and the rain befriended;<br>
Fine grew his orchard and fair to view.<br>
Then he said: 'I will quiet my thrifty fears,<br>
For here is fruit for my failing years.'<br>
But even then the storm-clouds gathered,<br>
Swallowing up the azure sky;<br>
The sweeping winds into white foam lathered<br>
The placid breast of the bay, hard by;<br>
Then the spirits that raged in the darkened air<br>
Swept o'er his orchard and left it bare.<br>
The old man stood in the rain, uncaring,<br>
Viewing the place the storm had swept;<br>
And then with a cry from his soul despairing,<br>
He bowed him down to the earth and wept.<br>
But a voice cried aloud from the driving rain;<br>
""Arise, old man, and plant again!""",NEGATIVE,0.8199979662895203<br>
88,https://poets.org/poem/imperfect,Imperfect,Michael Simms,"My native tongue doesn’t allow<br>
imperfect tense, so it’s difficult<br>
to say how something might used<br>
to happen but no more. Elizabeth<br>
used to walk among these trees.<br>
She used to walk among these trees<br>
but doesn’t anymore. Elizabeth<br>
is no more though she used to be.<br>
She doesn’t anymore but she used<br>
to walk among these trees because<br>
she used to be happy but only<br>
for a short while before she descended<br>
in despair. Elizabeth we could say<br>
used to walk among these trees<br>
because they made her happy.<br>
Elizabeth used to be but no more.",NEGATIVE,0.6851977109909058<br>
89,https://poets.org/poem/comparison,Comparison,Paul Laurence Dunbar,"The sky of brightest gray seems dark<br>
To one whose sky was ever white.<br>
To one who never knew a spark,<br>
Thro' all his life, of love or light,<br>
The grayest cloud seems over-bright.<br>
The robin sounds a beggar's note<br>
Where one the nightingale has heard,<br>
But he for whom no silver throat<br>
Its liquid music ever stirred,<br>
Deems robin still the sweetest bird.",NEGATIVE,0.9947463870048523<br>
90,https://poets.org/poem/pact-2,The Pact,Victoria Redel,"All those years—paw of again, paw of let’s go ,<br>
of lake-plash, of come throw , perked ear<br>
of what’s that ? of yanked back who’s that ?<br>
unsettled pacer of storms, investigator of grass,<br>
distinguished scholar of curbside, delighted<br>
roller in the perfume of foul, sleek<br>
fetcher, sock chewer, under table sleeper,<br>
taut leaper into air & pond—then, all at once,<br>
it became her turn & the reliable<br>
body began—the unimaginable undoing;<br>
while we—scratchers of belly & ear, callers of hey,<br>
come back , diligent trainers of down & come ,<br>
companions of dawn, partners of rain,<br>
& errand, stick throwers, ball wranglers,<br>
chair readers & nappers,<br>
while at our feet with twitch & yelp,<br>
she rustles through the high grass of dream—<br>
understood it was now our turn,<br>
which meant—as it does with each animal sorrow<br>
—doing the unimaginable.",NEGATIVE,0.8550037741661072<br>
91,https://poets.org/poem/melancholia-0,Melancholia,Paul Laurence Dunbar,"Silently without my window,<br>
Tapping gently at the pane,<br>
Falls the rain.<br>
Through the trees sighs the breeze<br>
Like a soul in pain.<br>
Here alone I sit and weep;<br>
Thought hath banished sleep.<br>
Wearily I sit and listen<br>
To the water's ceaseless drip.<br>
To my lip<br>
Fate turns up the bitter cup,<br>
Forcing me to sip;<br>
'Tis a bitter, bitter drink,<br>
Thus I sit and think,—<br>
Thinking things unknown and awful,<br>
Thoughts on wild, uncanny themes,<br>
Waking dreams.<br>
Spectres dark, corpses stark,<br>
Show the gaping seams<br>
Whence the cold and cruel knife<br>
Stole away their life.<br>
Bloodshot eyes all strained and staring,<br>
Gazing ghastly into mine;<br>
Blood like wine<br>
On the brow—clotted now—<br>
Shows death's dreadful sign.<br>
Lonely vigil still I keep;<br>
Would that I might sleep!<br>
Still, oh, still, my brain is whirling!<br>
Still runs on my stream of thought;<br>
I am caught<br>
In the net fate hath set.<br>
Mind and soul are brought<br>
To destruction's very brink;<br>
Yet I can but think!<br>
Eyes that look into the future, —<br>
Peeping forth from out my mind,<br>
They will find<br>
Some new weight, soon or late,<br>
On my soul to bind,<br>
Crushing all its courage out,—<br>
Heavier than doubt.<br>
Dawn, the Eastern monarch's daughter,<br>
Rising from her dewy bed,<br>
Lays her head<br>
'Gainst the clouds' sombre shrouds<br>
Now half fringed with red.<br>
O'er the land she 'gins to peep;<br>
Come, O gentle Sleep!<br>
Hark! the morning cock is crowing;<br>
Dreams, like ghosts, must hie away;<br>
'Tis the day.<br>
Rosy morn now is born;<br>
Dark thoughts may not stay.<br>
Day my brain from foes will keep;<br>
Now, my soul, I sleep.",NEGATIVE,0.9820324778556824<br>
92,https://poets.org/poem/ol-tunes,The Ol' Tunes,Paul Laurence Dunbar,"You kin talk about yer anthems<br>
An' yer arias an' sich,<br>
An' yer modern choir-singin'<br>
That you think so awful rich;<br>
But you orter heerd us youngsters<br>
In the times now far away,<br>
A-singin' o' the ol' tunes<br>
In the ol'-fashioned way.<br>
There was some of us sung treble<br>
An' a few of us growled bass,<br>
An' the tide o' song flowed smoothly<br>
With its 'comp'niment o' grace;<br>
There was spirit in that music,<br>
An' a kind o' solemn sway,<br>
A-singin' o' the ol' tunes<br>
In the ol'-fashioned way.<br>
I remember oft o' standin'<br>
In my homespun pantaloons—<br>
On my face the bronze an' freckles<br>
O' the suns o' youthful Junes—<br>
Thinkin' that no mortal minstrel<br>
Ever chanted sich a lay<br>
As the ol' tunes we was singin'<br>
In the ol'-fashioned way.<br>
The boys 'ud always lead, us,<br>
An' the girls 'ud all chime in,<br>
Till the sweetness o' the singin'<br>
Robbed the list'nin' soul o' sin;<br>
An' I used to tell the parson<br>
'Twas as good to sing as pray,<br>
When the people sung the ol' tunes<br>
In the ol'-fashioned way.<br>
How I long ag'in to hear 'em<br>
Pourin' forth from soul to soul,<br>
With the treble high an' meller,<br>
An' the bass's mighty roll;<br>
But the times is very diff'rent,<br>
An' the music heerd to-day<br>
Ain't the singin' o' the ol' tunes<br>
In the ol'-fashioned way.<br>
Little screechin' by a woman,<br>
Little squawkin' by a man,<br>
Then the organ's twiddle-twaddle,<br>
Jest the empty space to span, —<br>
An' ef you should even think it,<br>
'T isn't proper fur to say<br>
That you want to hear the ol' tunes<br>
In the ol'-fashioned way.<br>
But I think that some bright mornin',<br>
When the toils of life air o'er,<br>
An' the sun o' heaven arisin'<br>
Glads with light the happy shore,<br>
I shall hear the angel chorus,<br>
In the realms of endless day,<br>
A-singin' o' the ol' tunes<br>
In the ol'-fashioned way.",NEGATIVE,0.9752020239830017<br>
